zip,bedrooms,bathrooms,sqft,lot_size,year_built,price,type_multi,type_single,type_townhouse
7979,3,1.0,1831,0.41,1989,777800.0,False,True,False
8164,1,1.0,500,0.42,1981,209100.0,False,True,False
8762,2,1.0,1793,0.1,1916,858500.0,False,True,False
8943,3,1.5,1428,0.31,1922,448000.0,False,True,False
7662,3,1.0,1086,0.29,1921,749500.0,False,False,True
7085,3,1.5,1635,0.11,1947,999500.0,False,True,False
7035,5,2.5,3266,0.52,1969,1804400.0,False,True,False
8765,6,2.5,3461,0.26,2019,1108400.0,False,True,False
8369,3,1.0,1458,0.39,1989,892300.0,False,True,False
8317,1,1.0,500,0.5,1995,198900.0,False,False,False
8848,4,2.0,2272,0.17,2011,1324500.0,False,True,False
8239,2,1.0,1134,0.92,2010,487900.0,False,True,False
8750,2,1.0,1789,0.75,1976,967600.0,True,False,False
8342,1,1.0,500,0.2,1902,232800.0,False,True,False
7563,1,1.0,940,0.08,1958,299300.0,False,False,False
8919,1,1.0,1095,0.08,1953,635500.0,False,True,False
8912,1,1.0,1160,0.09,1968,807900.0,False,True,False
7350,3,1.0,2231,0.43,1954,589700.0,False,True,False
7948,2,1.0,721,0.72,1962,458300.0,False,True,False
8060,1,1.0,986,0.62,2021,366400.0,False,False,False
8094,1,1.0,506,0.16,1989,209900.0,False,False,True
7754,3,1.5,1272,0.57,1904,667300.0,False,False,True
7940,3,1.5,1469,0.13,1984,970800.0,False,True,False
8896,2,1.0,894,0.2,1909,459300.0,False,True,False
8759,2,1.0,1427,0.48,1984,947600.0,False,True,False
8996,1,1.0,693,0.41,1902,457000.0,False,False,True
8710,1,1.0,1131,0.46,1988,733000.0,True,False,False
7220,1,1.0,713,0.11,1950,414600.0,False,True,False
7346,2,1.0,762,0.54,2023,457000.0,False,False,False
7777,6,3.0,3998,0.48,1993,1159400.0,False,True,False
8811,2,1.0,500,0.14,1949,213000.0,False,True,False
7034,3,1.5,1579,0.3,2018,1094900.0,False,False,False
8227,1,1.0,883,0.28,1901,593400.0,False,True,False
8077,3,1.0,1121,1.33,2007,482400.0,False,False,False
8624,1,1.0,500,0.4,1958,274300.0,False,False,False
7041,2,1.0,1426,0.21,1960,649300.0,False,True,False
7553,2,1.0,1485,0.13,1958,814100.0,False,True,False
7524,2,1.0,1076,0.39,1942,649500.0,False,True,False
8688,1,1.0,500,0.09,1938,246400.0,False,False,False
7225,5,1.5,2138,0.05,1989,1470600.0,False,True,False
7733,6,2.5,2795,0.94,1996,726900.0,False,False,True
7599,4,2.5,1578,0.33,1953,670300.0,False,True,False
7848,2,1.0,1141,0.08,2014,566500.0,False,True,False
8768,1,1.0,739,0.36,1960,402100.0,False,True,False
8791,1,1.0,1156,0.42,1914,621700.0,False,False,True
7537,1,1.0,1087,0.1,1950,603900.0,False,True,False
7478,2,1.0,1298,0.15,1977,655900.0,False,True,False
8083,2,1.0,846,0.22,1956,275200.0,False,True,False
8818,2,1.0,701,0.12,1915,424800.0,False,False,False
8832,2,1.0,586,0.26,1912,347800.0,False,False,False
7065,1,1.0,760,0.07,1925,526000.0,False,True,False
8755,1,1.0,1166,0.06,1947,618100.0,False,True,False
8020,2,1.0,785,0.91,2001,221300.0,False,True,False
7038,4,2.5,1568,0.2,1936,877200.0,False,True,False
8169,1,1.0,1071,0.45,2007,358900.0,False,True,False
8826,2,1.0,1101,0.13,1940,357800.0,False,True,False
7339,6,3.0,3728,0.16,1993,2022800.0,False,True,False
8286,1,1.0,809,0.79,1933,271300.0,False,True,False
7929,3,1.0,1512,0.25,1976,736900.0,True,False,False
7946,3,1.5,1163,0.67,1916,367200.0,False,False,True
7391,6,2.5,4527,0.52,1910,1136000.0,False,True,False
7973,2,1.0,1159,0.24,1921,794400.0,False,True,False
8254,1,1.0,900,0.51,1963,515600.0,False,True,False
8737,3,1.0,1419,0.29,1940,455700.0,False,True,False
8671,1,1.0,616,0.27,1966,374200.0,False,False,True
8826,1,1.0,959,0.11,1938,352600.0,False,False,False
8897,5,2.5,3195,1.75,1925,916400.0,False,False,False
8254,1,1.0,862,0.6,2021,418500.0,False,False,False
7768,4,2.0,2234,0.23,1946,837700.0,False,False,False
8811,4,1.5,1920,0.14,2017,738400.0,False,True,False
8523,2,1.0,719,0.22,1907,294400.0,False,False,False
7116,6,1.5,2666,0.49,2023,984000.0,False,True,False
7499,4,1.0,1634,0.58,1955,906400.0,False,True,False
8137,1,1.0,500,0.07,1999,305200.0,False,False,False
7824,4,2.0,1554,0.19,1912,418000.0,False,True,False
7789,4,1.5,2554,0.5,2012,728300.0,False,True,False
8755,4,2.5,1584,0.43,1900,739000.0,False,True,False
8573,2,1.0,924,0.54,1979,529000.0,False,False,False
8784,6,3.0,3036,0.17,1997,1038200.0,False,True,False
7199,1,1.0,1010,0.14,1917,490800.0,True,False,False
8391,1,1.0,718,1.38,1900,372300.0,False,True,False
7295,6,3.0,3877,0.11,2019,1740000.0,False,True,False
7836,3,1.0,1002,0.2,1942,324400.0,False,True,False
7023,1,1.0,762,0.09,1902,215100.0,False,True,False
7784,4,1.0,1767,0.32,2019,642300.0,False,True,False
8133,1,1.0,780,0.14,1917,435400.0,False,True,False
7790,1,1.0,1431,0.47,1948,710200.0,False,True,False
8747,2,1.0,1443,0.36,1998,652100.0,False,True,False
8622,5,2.5,2378,0.11,1960,777600.0,False,False,False
8993,3,1.0,1283,0.54,1972,738200.0,False,True,False
7995,6,2.5,2536,0.16,1968,904700.0,False,True,False
7533,1,1.0,500,0.48,1937,293300.0,False,False,False
7377,1,1.0,947,0.31,1922,384500.0,False,False,False
8313,2,1.0,927,0.69,1942,566700.0,False,True,False
8263,3,1.5,1516,0.29,1928,864300.0,False,True,False
7188,4,1.0,1640,1.8,1957,635200.0,False,False,True
7996,2,1.0,1616,0.31,1989,469100.0,False,True,False
7970,3,1.5,1132,0.25,2020,707600.0,False,False,False
8057,1,1.0,500,0.16,2005,188800.0,False,False,True
8294,5,2.5,2101,0.7,1925,994800.0,False,True,False
7029,2,1.0,1055,0.27,2012,497700.0,False,True,False
7021,1,1.0,725,0.14,1973,384200.0,False,True,False
8842,2,1.0,980,0.22,2002,497100.0,False,False,False
8050,1,1.0,762,0.22,1989,493900.0,False,False,True
7628,1,1.0,500,0.39,1974,278600.0,False,True,False
7934,6,3.0,2805,0.11,1974,999000.0,False,False,False
7769,4,2.0,2307,0.17,1948,1162100.0,False,True,False
8194,2,1.0,1122,0.2,1953,412800.0,False,True,False
7667,4,1.0,2250,0.14,1915,647200.0,False,True,False
8677,2,1.0,1360,0.09,2004,640800.0,False,True,False
7258,6,3.0,4989,0.33,1983,1311900.0,False,True,False
7848,1,1.0,913,0.82,1917,508500.0,False,False,True
8172,1,1.0,500,0.07,1976,222300.0,False,True,False
8187,2,1.0,632,0.1,1981,375300.0,False,False,False
7275,3,1.5,1172,0.37,1977,609500.0,False,True,False
8847,1,1.0,1152,0.26,1983,797500.0,False,True,False
8829,1,1.0,500,0.43,2005,278700.0,False,False,True
7217,2,1.0,936,0.59,1925,561400.0,False,True,False
7347,2,1.0,1430,0.16,1951,896500.0,False,True,False
7757,1,1.0,762,0.09,1957,270800.0,False,True,False
8753,3,1.0,1975,0.15,1915,1144400.0,True,False,False
7578,3,1.5,1329,0.45,1976,868400.0,False,False,False
7792,4,2.0,1637,0.18,1905,617800.0,False,True,False
7979,6,1.5,2778,0.57,1950,1425600.0,False,False,False
7239,1,1.0,858,0.38,1950,527500.0,False,False,False
7347,6,2.0,3110,0.35,1986,1426000.0,False,False,False
7292,3,1.5,1242,0.58,1995,829200.0,False,False,True
8030,1,1.0,563,0.2,1945,372000.0,False,False,False
7986,5,2.0,2036,0.28,1952,1128100.0,False,False,True
8991,2,1.0,978,0.23,1998,488900.0,False,False,False
7498,2,1.0,1067,0.42,1993,494900.0,True,False,False
8781,1,1.0,611,0.16,1987,416400.0,False,False,False
8062,5,2.5,2754,0.21,2007,843100.0,False,False,True
8345,6,2.5,3270,0.14,1919,868200.0,True,False,False
7486,6,2.5,3969,0.38,1918,1082900.0,False,False,False
7421,2,1.0,615,0.93,1900,403100.0,False,True,False
7550,2,1.0,1414,0.14,1967,531300.0,False,True,False
8954,4,2.0,1863,0.32,2014,832000.0,False,True,False
8885,2,1.0,500,0.34,1902,165200.0,False,True,False
8769,1,1.0,572,0.11,1970,290700.0,False,False,False
8735,3,1.5,1335,0.22,1972,898700.0,False,False,False
8267,2,1.0,1189,0.08,2005,546600.0,False,True,False
8715,1,1.0,1400,0.12,1979,453800.0,False,True,False
7024,1,1.0,897,0.34,1967,439400.0,False,True,False
8526,2,1.0,1167,0.9,1948,769800.0,True,False,False
8236,1,1.0,500,0.56,1919,238700.0,False,True,False
8514,1,1.0,697,0.1,1939,347100.0,False,False,False
7049,1,1.0,1208,0.24,1975,412500.0,False,False,False
8818,2,1.0,964,0.14,1998,654100.0,False,False,False
7245,2,1.0,798,0.22,1991,525500.0,False,True,False
7757,1,1.0,879,0.14,1959,328500.0,False,False,False
8290,3,1.0,1377,0.14,2012,424000.0,False,False,False
7781,6,2.0,2708,0.11,1999,1279900.0,False,True,False
7264,2,1.0,1141,0.16,1904,535200.0,False,True,False
7927,1,1.0,1191,0.94,1995,808400.0,False,True,False
8224,3,1.5,1180,0.16,1979,328500.0,False,False,True
8752,5,1.5,2037,0.62,1986,568600.0,False,False,True
8130,1,1.0,720,0.14,1985,374300.0,False,False,False
7856,1,1.0,1001,0.12,1987,660600.0,False,True,False
8165,2,1.0,1080,0.47,1961,277000.0,False,True,False
8965,2,1.0,818,0.26,2021,543600.0,False,True,False
7495,1,1.0,901,0.44,1918,451700.0,False,True,False
7247,3,1.0,2398,0.5,1921,1239300.0,False,True,False
7014,3,1.0,1915,0.21,1962,1149800.0,False,True,False
8965,2,1.0,935,0.42,2019,599200.0,False,True,False
7385,1,1.0,907,0.15,1970,452600.0,False,True,False
8889,3,1.5,1597,0.1,2020,706700.0,False,False,True
8585,1,1.0,1369,0.43,1974,595400.0,False,True,False
8490,1,1.0,1420,0.07,1991,486600.0,False,True,False
7033,1,1.0,1038,0.18,1949,554900.0,False,True,False
7975,1,1.0,1363,0.09,1933,603700.0,False,True,False
8916,1,1.0,709,0.57,1948,414300.0,False,True,False
7661,1,1.0,948,0.28,1991,496000.0,False,True,False
7919,1,1.0,878,0.11,1910,452000.0,False,True,False
8372,2,1.0,872,0.48,2008,396900.0,False,True,False
7367,1,1.0,1221,0.17,2005,355700.0,False,False,True
7017,1,1.0,1074,0.15,1919,508300.0,False,False,False
8816,2,1.0,1009,0.62,1914,490600.0,False,True,False
8726,3,1.5,2042,0.24,1963,956400.0,False,True,False
8798,2,1.0,1566,0.31,1927,1064000.0,False,True,False
8279,2,1.0,1311,0.41,1975,754800.0,False,False,True
7813,1,1.0,517,0.07,2003,304100.0,False,True,False
8250,4,2.5,2476,0.07,2024,731700.0,False,True,False
8819,2,1.0,873,0.94,2017,539900.0,False,True,False
8642,4,2.0,2888,0.29,1998,1119100.0,False,False,True
7069,1,1.0,1372,0.48,1948,503700.0,False,False,True
7443,2,1.0,709,0.25,1950,290200.0,False,True,False
8718,3,1.0,1381,0.37,1961,799600.0,False,True,False
8030,2,1.0,945,2.67,1976,298000.0,False,True,False
8125,1,1.0,681,0.06,1959,265100.0,False,False,True
7176,6,3.0,3182,0.52,1936,1169800.0,False,False,False
8270,1,1.0,500,0.16,1933,253900.0,False,True,False
8013,1,1.0,710,0.88,2016,253600.0,False,False,False
8783,4,2.0,1875,0.82,1993,750100.0,False,False,True
8554,4,1.5,1587,0.21,1977,446400.0,False,False,False
8977,1,1.0,1495,0.17,1970,963100.0,False,False,False
8512,1,1.0,777,0.51,1934,295000.0,False,False,True
7033,3,1.5,1590,0.32,1992,714000.0,False,True,False
7770,3,1.5,1938,2.56,1919,742100.0,False,True,False
8994,2,1.0,1475,0.85,1910,522300.0,False,True,False
7484,3,2.0,1350,0.26,1939,885900.0,False,True,False
7832,1,1.0,912,0.53,1937,416100.0,False,True,False
7915,1,1.0,590,0.14,1969,383700.0,False,False,True
7446,3,1.5,1940,0.3,1981,581000.0,False,True,False
7441,1,1.0,761,0.28,1967,450600.0,False,False,False
7496,2,1.0,1466,0.18,2003,426000.0,False,False,True
7332,4,1.5,1970,0.21,1983,669800.0,False,True,False
7288,4,1.0,2291,0.06,2005,1075300.0,False,False,False
7424,1,1.0,982,0.45,1946,509000.0,False,False,True
8828,2,1.0,1145,0.09,1999,473700.0,False,False,False
7086,5,2.0,2125,0.19,1955,1036200.0,False,True,False
8923,1,1.0,907,0.12,2013,365900.0,False,False,True
8316,1,1.0,500,0.15,1903,102900.0,False,True,False
7980,1,1.0,1209,0.48,1917,673100.0,False,False,False
7786,3,1.0,1157,0.2,1984,760700.0,False,False,False
8348,2,1.0,1089,0.52,1917,585400.0,False,True,False
7686,1,1.0,1263,0.06,1964,663100.0,False,True,False
8344,2,1.0,943,1.87,1962,311700.0,True,False,False
8319,1,1.0,500,0.38,1973,282000.0,False,False,False
7131,3,1.5,1442,0.19,2021,883100.0,True,False,False
7996,5,2.0,3019,0.38,1955,934200.0,False,True,False
7334,2,1.0,1343,1.17,2020,780500.0,True,False,False
7537,2,1.0,820,0.06,2019,561800.0,False,False,False
8796,2,1.0,1515,0.07,1909,1055100.0,False,True,False
7081,3,1.5,1152,0.1,1992,515000.0,False,False,False
7780,2,1.0,845,0.2,2013,558200.0,False,True,False
7027,2,1.0,713,0.59,1912,490100.0,False,True,False
7033,5,2.0,3324,0.15,1945,920500.0,False,False,False
8390,1,1.0,511,0.23,1941,194900.0,False,True,False
7237,2,1.0,1272,0.22,1930,503100.0,False,True,False
8210,1,1.0,920,0.17,1994,271100.0,False,True,False
8434,1,1.0,1075,0.23,1991,335900.0,False,False,True
7082,3,1.0,1214,0.13,1937,448800.0,False,False,True
7098,2,1.0,1110,0.17,2021,657800.0,False,True,False
7975,1,1.0,880,0.38,1965,266600.0,False,True,False
7155,3,1.0,2088,0.6,1958,696200.0,True,False,False
8892,2,1.0,978,0.48,1931,350900.0,False,False,True
7348,1,1.0,1468,0.48,1978,760100.0,True,False,False
7379,3,1.5,1661,0.36,2013,505900.0,False,True,False
7371,2,1.0,607,0.18,1963,361500.0,False,True,False
8763,3,1.0,1116,0.73,1979,328300.0,False,True,False
7731,3,1.5,1848,0.09,1999,613200.0,False,True,False
8883,1,1.0,586,0.34,1909,289500.0,False,True,False
7887,1,1.0,899,0.67,2003,407400.0,False,True,False
8216,1,1.0,500,0.6,1975,258000.0,False,True,False
7195,3,1.0,1200,0.36,2013,596300.0,True,False,False
7727,4,2.0,2972,0.23,2012,941700.0,False,True,False
7769,2,1.0,1461,0.48,1912,504800.0,False,False,False
7998,2,1.0,1647,0.06,1996,913200.0,False,True,False
8646,3,1.5,1013,0.24,1966,368400.0,False,True,False
7168,3,1.5,1965,1.73,1947,1130100.0,False,True,False
7991,1,1.0,740,0.3,2004,411400.0,False,True,False
8750,3,1.0,1976,0.11,1938,1038600.0,False,True,False
7730,3,1.0,1215,0.42,1931,419100.0,False,False,True
8869,2,1.0,1164,0.45,1970,442300.0,False,True,False
8658,1,1.0,539,0.26,1939,342500.0,False,False,True
7732,2,1.0,1664,0.34,2024,798400.0,False,True,False
7295,5,2.0,2560,0.56,1951,709300.0,False,True,False
7065,3,1.5,2088,0.41,1955,559000.0,False,True,False
8558,3,1.5,1304,0.05,1929,635700.0,False,False,True
8858,4,1.5,2138,0.26,1919,1121900.0,False,False,False
7325,3,1.0,1763,0.09,1942,674500.0,False,True,False
7070,2,1.0,500,0.23,1915,248100.0,True,False,False
7463,1,1.0,897,0.35,1939,399400.0,False,True,False
8387,1,1.0,500,0.23,1925,202300.0,False,True,False
7060,1,1.0,1072,0.25,1917,329000.0,False,False,True
7747,6,2.0,3813,0.49,1995,1287200.0,False,True,False
7715,4,2.0,1966,0.44,1999,734900.0,False,False,True
7419,1,1.0,501,0.46,1935,314500.0,False,False,False
8973,1,1.0,1308,0.16,1925,629900.0,False,False,False
7436,1,1.0,747,0.17,1919,468300.0,False,False,False
8342,1,1.0,676,0.35,1985,189800.0,False,True,False
7764,1,1.0,818,0.45,1986,508500.0,False,True,False
7012,4,1.0,1613,0.5,2006,766800.0,False,True,False
8978,3,1.5,2091,0.38,1947,720800.0,False,False,True
8815,4,2.5,1574,0.2,1969,661200.0,False,False,True
7080,2,1.0,529,0.23,1958,337200.0,False,False,False
7488,6,3.0,3824,0.27,1997,1051400.0,False,True,False
8379,1,1.0,1056,0.44,1917,319500.0,False,False,True
7947,2,1.0,1943,0.17,1984,1184400.0,False,True,False
7833,1,1.0,961,0.06,1998,352500.0,False,True,False
8172,1,1.0,500,0.26,2000,222100.0,False,True,False
7931,3,1.5,1175,0.69,2000,731700.0,False,False,True
7440,1,1.0,1425,0.34,1960,510800.0,False,False,False
8994,2,1.0,1758,0.22,2019,945400.0,False,True,False
7178,4,1.5,2336,0.09,2006,676200.0,False,False,True
7045,5,2.5,2115,0.2,1968,897700.0,False,False,True
7775,4,1.5,2739,0.21,1943,910500.0,False,True,False
7980,4,2.0,1999,0.11,1925,531200.0,False,False,True
8612,1,1.0,500,0.51,1915,253500.0,False,True,False
8798,3,1.5,1244,0.19,1951,390200.0,False,False,True
7790,2,1.0,1075,0.46,1907,691900.0,False,False,False
8266,1,1.0,1067,0.2,1942,571300.0,False,True,False
7327,6,3.0,2551,0.21,1930,788000.0,False,True,False
8825,3,1.0,1939,0.25,1939,825800.0,False,True,False
7036,3,1.0,1556,0.2,1922,585000.0,False,False,False
7070,6,1.5,6793,0.13,1999,1905400.0,False,False,False
8259,2,1.0,1981,0.16,1922,559100.0,False,True,False
7881,3,1.5,1492,0.3,1992,748600.0,False,True,False
7083,1,1.0,1182,0.49,1955,493500.0,False,False,True
8211,1,1.0,1362,0.14,1953,529700.0,False,True,False
7533,4,2.0,1827,0.17,2011,1028500.0,False,False,False
7826,1,1.0,500,0.22,2020,292900.0,False,False,False
7025,2,1.0,1521,0.1,2023,508900.0,False,True,False
8647,1,1.0,677,0.18,1961,466200.0,False,True,False
7919,2,1.0,500,0.36,1931,290100.0,False,True,False
7224,1,1.0,1344,0.29,2016,435100.0,False,True,False
8162,3,1.0,1429,0.13,1973,606800.0,False,True,False
7072,1,1.0,788,0.18,1931,450200.0,False,True,False
8755,6,2.5,4754,0.46,1917,1351100.0,False,True,False
8864,1,1.0,1420,0.31,1943,728700.0,False,True,False
7944,3,1.5,1072,0.54,1956,516000.0,False,True,False
7948,6,2.0,3365,0.17,1963,858500.0,False,False,False
8657,3,1.5,1412,0.09,1921,372300.0,True,False,False
8318,2,1.0,500,0.62,2009,155500.0,False,True,False
8347,1,1.0,500,0.17,1973,191400.0,False,True,False
7093,3,1.0,2332,0.24,1910,948100.0,False,False,False
7024,2,1.0,1519,0.92,1900,680200.0,False,True,False
7722,2,1.0,907,0.36,1983,438300.0,False,False,True
7467,3,1.0,2072,0.17,1946,1209600.0,True,False,False
7911,6,3.5,4556,0.1,1911,1186300.0,False,False,False
8794,3,2.0,1040,0.78,1926,569000.0,False,True,False
8395,3,1.0,1767,2.38,1939,449500.0,False,True,False
7064,1,1.0,591,0.29,2019,396800.0,False,False,False
8831,2,1.0,1421,0.05,1936,554400.0,True,False,False
8769,1,1.0,894,0.24,1963,365100.0,False,True,False
7414,6,2.0,4387,0.23,1903,1108300.0,False,False,False
7919,4,1.0,2196,0.19,1940,1049200.0,False,True,False
7418,1,1.0,929,0.38,1951,343200.0,False,True,False
7351,3,1.5,2347,0.16,1970,1155100.0,False,False,True
8880,3,1.0,1356,0.46,1944,352000.0,False,True,False
8072,2,1.0,846,0.54,2017,367400.0,False,False,False
8934,5,2.0,2070,0.21,1996,760700.0,False,False,False
7185,4,2.0,1732,0.18,1991,1176600.0,False,False,True
7681,4,2.0,1574,0.33,1911,659200.0,False,True,False
7661,4,1.5,1700,0.35,1964,473900.0,False,False,False
7121,2,1.0,1661,0.64,1971,441100.0,False,False,True
8823,3,1.5,1754,0.23,1960,575900.0,False,False,False
7144,6,2.0,4084,0.32,1952,1860200.0,False,True,False
8290,2,1.0,901,0.22,1995,263300.0,False,True,False
7037,1,1.0,1402,0.37,1915,719900.0,False,False,False
7688,5,2.5,2728,0.13,1941,985000.0,False,False,False
8275,1,1.0,644,0.35,1946,269200.0,False,True,False
8875,2,1.0,1930,0.2,2000,1335700.0,False,False,False
8029,1,1.0,933,0.15,1915,356800.0,False,False,True
8022,1,1.0,500,0.23,1910,211700.0,True,False,False
7613,1,1.0,1359,0.35,1920,651300.0,False,False,False
7945,1,1.0,730,0.09,1975,401000.0,False,True,False
7941,2,1.0,945,1.98,2008,578800.0,True,False,False
7878,2,1.0,606,0.13,1943,355700.0,False,False,False
7468,3,1.0,1568,0.19,1924,878400.0,False,True,False
8683,1,1.0,849,0.06,1906,270900.0,False,False,False
8343,1,1.0,951,0.26,1910,516100.0,False,True,False
8318,1,1.0,500,0.27,1993,216500.0,False,True,False
8876,3,1.0,1521,0.6,1951,530300.0,False,False,False
7238,2,1.0,500,0.33,1901,238000.0,False,True,False
7739,3,1.5,1115,0.82,2022,572800.0,False,False,True
7198,1,1.0,749,0.2,1902,390700.0,False,True,False
7980,3,1.0,1784,0.64,2011,685500.0,False,True,False
7086,2,1.0,500,0.18,1904,225500.0,False,True,False
7052,6,2.5,4180,0.32,2006,1509900.0,False,True,False
7090,6,1.5,2625,0.78,2006,1560600.0,False,True,False
7447,2,1.0,1153,0.76,1956,696500.0,False,True,False
7420,1,1.0,501,0.55,2001,329100.0,False,True,False
8282,5,2.5,3317,0.13,2005,918300.0,False,True,False
7061,3,1.0,1093,0.14,2002,737300.0,False,True,False
8279,4,2.5,2988,0.31,2003,1070200.0,False,True,False
7921,2,1.0,788,0.14,1948,504600.0,False,True,False
7646,3,1.0,1326,0.2,2022,870000.0,False,True,False
8729,2,1.0,1149,0.22,1915,376800.0,False,True,False
7239,3,1.5,1208,0.43,2000,811700.0,False,False,True
8113,2,1.0,500,0.3,2011,202300.0,False,True,False
7890,1,1.0,500,0.88,1951,243700.0,True,False,False
8985,2,1.0,942,0.53,1968,314500.0,False,False,False
8293,2,1.0,1459,0.08,1941,429000.0,False,True,False
7461,6,2.0,2553,0.14,1920,1069000.0,False,True,False
8253,6,3.5,2631,0.23,1949,949900.0,False,True,False
7457,4,1.0,2112,0.86,2011,1007000.0,False,True,False
7075,1,1.0,913,0.24,1976,265000.0,False,True,False
7710,5,1.5,2382,0.35,1970,1649700.0,False,False,False
8397,1,1.0,599,0.29,1904,402400.0,False,False,False
7380,3,1.5,1911,0.33,1955,1319800.0,False,False,False
8892,3,1.5,1010,1.11,1912,377200.0,False,True,False
